Idade,Renda,Tempo_Cliente,Interacoes,Compra
61,13901,9,12,0
36,6614,8,23,0
25,5634,4,19,0
61,5356,7,35,0
64,4644,3,34,1
19,4207,5,35,1
47,3656,3,26,0
47,10876,7,44,0
66,2250,3,22,1
56,11004,8,46,0
62,11034,8,9,1
49,1227,6,48,0
18,4898,9,14,0
55,11497,2,14,1
30,14725,6,8,1
28,3873,4,12,1
27,12483,7,5,1
65,10451,1,9,1
43,6139,4,0,0
37,7567,4,47,0
34,7556,6,10,1
34,4460,6,17,1
21,11584,6,22,1
22,11889,4,33,1
40,3514,5,29,1
63,5284,8,1,1
69,14928,3,46,1
27,12631,6,3,1
63,6504,1,17,0
45,7062,6,48,0
50,4169,9,14,0
60,7413,8,46,0
43,1664,5,35,0
67,6337,7,39,1
65,13308,5,17,1
46,2183,3,3,1
44,14803,9,48,0
35,13716,7,34,1
57,7739,8,11,1
27,3632,7,24,0
59,4065,7,20,1
22,2889,8,37,0
27,14278,8,20,0
67,12310,6,11,1
38,13510,4,48,0
41,1959,5,35,0
55,9349,6,30,0
20,3007,9,36,0
57,14088,5,15,1
48,1721,9,10,0
58,8700,9,34,1
54,8518,8,14,1
19,2254,6,19,0
19,3345,1,19,1
56,5540,5,26,0
66,1104,3,15,1
59,2661,9,14,1
61,14170,4,34,1
51,6418,7,39,0
59,2091,6,38,1
37,9729,6,30,0
50,11912,5,14,1
21,6739,1,37,1
62,14088,3,22,1
61,7960,5,33,0
28,10256,2,42,0
59,2571,2,9,0
64,4015,4,41,1
22,8006,7,42,1
42,4446,1,2,1
66,2429,9,15,1
54,14819,1,15,1
51,1241,8,39,0
26,8086,6,46,0
23,10554,1,2,1
35,3067,7,36,0
31,11070,2,12,1
36,8831,1,8,1
31,8338,8,45,1
57,12080,2,29,1
34,7887,9,31,1
52,6135,6,4,1
46,8450,1,18,0
59,1300,8,10,0
34,13452,7,18,1
60,3828,1,1,0
25,12954,8,47,1
18,6377,2,1,1
62,6707,8,5,0
53,12880,9,16,1
24,3400,5,13,1
63,4158,5,44,0
22,8994,7,30,1
41,2020,1,12,1
45,2549,5,7,0
60,12110,1,24,1
34,8965,8,49,0
54,7902,8,9,1
37,1877,1,15,0
20,8009,2,30,0
54,4080,7,37,0
43,4534,7,38,0
32,12799,9,6,1
68,8791,3,30,1
65,10512,2,48,1
25,6336,8,39,0
30,4103,7,29,0
65,13718,3,6,1
20,3836,3,27,0
18,7313,7,6,1
26,14542,5,25,1
48,3117,9,27,1
58,10326,7,12,0
43,12352,1,6,1
34,13289,1,36,1
51,12319,6,24,0
26,3717,5,0,0
68,9126,5,31,1
30,7414,8,1,0
22,8441,8,24,0
58,11783,9,15,1
30,9381,4,1,1
18,11961,5,27,1
42,12746,7,8,1
64,4379,3,39,0
21,13309,6,28,0
53,12749,3,33,1
69,2569,4,26,0
27,4925,8,1,0
45,2487,4,36,1
23,9759,4,32,0
44,4823,7,35,0
29,4504,3,15,1
69,3622,3,31,1
65,6519,1,46,0
20,7735,7,32,0
63,14093,4,4,1
50,1913,7,34,0
27,14055,2,47,0
48,6229,5,39,1
32,9239,7,32,0
24,9935,9,3,0
53,6201,4,27,0
31,11925,6,27,1
65,11864,3,48,0
31,6397,2,43,0
20,13668,2,26,1
66,13597,5,20,1
63,7695,3,34,0
67,1541,2,39,0
20,5862,2,14,1
39,10398,3,9,0
36,9375,1,19,0
52,8721,8,11,1
29,13201,9,22,1
22,11173,1,15,1
27,9180,5,14,0
58,7609,8,37,1
50,5734,2,40,0
30,14748,1,38,1
52,5689,5,31,0
68,10448,1,33,1
49,11943,6,34,0
28,5096,9,7,0
65,12768,8,46,1
55,8151,6,7,1
41,5814,4,49,0
52,4780,7,38,1
36,9474,6,34,1
23,4600,7,5,0
57,7974,2,26,1
62,10401,7,19,0
61,7265,4,19,0
59,1440,5,16,1
52,4807,7,7,1
21,13926,2,3,0
50,1473,1,43,0
30,8289,5,6,1
53,2857,1,38,0
60,3779,6,0,1
36,6036,2,20,0
60,13947,2,49,1
29,13579,4,34,1
28,5342,2,16,0
23,11133,9,10,0
29,13475,3,33,1
44,10738,8,35,1
58,12547,7,0,1
42,9748,7,41,1
59,6243,4,22,1
20,8033,4,46,0
20,5342,1,9,1
37,12669,8,15,1
45,14648,1,1,1
40,6054,4,7,1
65,12422,3,33,1
20,4338,1,31,0
59,8757,7,35,0
41,11018,7,43,0
60,11390,2,4,1
57,12548,5,14,1
23,7294,8,9,1
37,13267,1,42,1
28,5219,9,41,0
49,9186,7,11,1
44,13003,7,3,1
38,7415,2,37,0
61,2894,8,31,0
65,6459,3,19,1
67,10944,7,8,0
30,13946,3,7,1
39,4801,6,12,1
52,3655,1,9,1
64,4518,4,29,0
39,6681,9,48,0
45,6076,7,26,1
38,10672,7,40,0
63,11770,4,40,1
35,14012,1,5,1
48,10745,1,17,1
63,1645,3,26,1
54,11018,7,3,1
38,10741,7,39,0
31,14704,5,38,1
42,2698,9,46,0
44,8937,2,48,1
57,4570,9,26,0
40,13805,9,35,1
48,4426,6,3,1
64,12896,4,13,1
46,12416,5,21,1
64,13616,6,32,0
47,5785,4,11,0
68,5574,9,8,0
43,1390,2,29,1
37,13699,8,18,1
55,2281,9,20,0
36,14156,4,2,1
44,1506,9,4,0
42,2722,2,10,1
57,1957,3,43,0
55,6858,5,18,1
69,10926,4,2,1
40,7437,3,13,1
46,1762,4,33,1
32,6596,9,13,1
20,6949,9,29,0
27,11747,5,46,0
32,7262,7,9,1
33,7621,8,5,1
34,11803,2,17,1
36,12885,9,1,0
28,10951,9,29,1
65,3889,2,3,1
22,8777,6,3,1
22,2342,4,4,1
31,6514,1,15,0
67,8215,5,39,0
43,13272,3,11,1
25,10828,1,47,0
22,12701,2,3,1
24,7618,7,12,1
33,8753,1,42,1
31,9741,3,28,0
54,3005,1,28,0
58,7871,1,28,1
21,3183,8,37,0
53,11757,6,8,1
65,9950,4,12,1
34,1323,8,0,0
64,8364,7,5,1
53,11117,9,10,1
23,9302,1,5,1
33,2823,5,5,0
46,4621,6,2,1
53,2138,6,19,1
55,2720,7,37,0
54,1723,5,36,0
65,7631,5,19,1
65,3412,1,45,0
27,14795,5,13,0
58,1766,1,44,0
53,14119,2,2,1
46,12573,1,47,1
31,11352,8,43,0
21,10485,8,45,1
61,11559,8,1,1
59,5017,1,7,0
53,5270,4,8,0
67,8186,1,13,1
62,14514,4,42,1
30,2958,7,35,0
63,9128,7,3,1
35,13413,1,20,1
50,10186,2,19,1
38,14778,6,23,1
33,7397,6,26,0
32,2851,1,28,0
22,12168,4,10,0
23,7910,9,46,0
55,4871,8,1,1
20,4223,4,4,1
65,13202,3,41,1
29,13486,8,27,1
53,10414,9,46,1
50,8981,1,25,1
53,13974,8,23,0
50,10668,5,15,0
48,5877,3,29,1
38,10132,5,29,1
44,12443,4,35,1
44,7361,1,48,0
25,1817,8,20,0
54,4916,7,45,0
49,8487,4,30,1
43,3070,4,40,0
19,9828,5,34,1
29,5806,1,35,0
39,7842,4,20,0
34,11568,5,40,0
24,4675,8,43,0
60,12593,1,45,1
21,8861,4,38,1
54,3520,7,4,1
55,3525,5,1,1
49,14546,1,41,0
28,6017,7,41,0
18,7699,1,21,1
42,3635,2,43,1
59,6772,8,27,0
69,7837,9,26,0
41,13406,8,30,0
60,6159,8,6,0
34,1259,6,18,1
25,3996,7,37,1
62,9947,4,39,1
44,8808,5,0,1
69,5101,2,40,1
35,7454,4,6,1
44,9257,7,20,1
39,13269,4,28,0
33,3778,6,37,0
19,2169,8,12,0
22,13316,5,10,1
35,2666,8,40,0
20,9851,4,37,1
44,14187,2,39,0
34,5999,9,34,0
33,12733,2,23,0
23,1360,7,37,0
68,9021,6,33,0
24,6714,2,38,0
67,7043,3,28,1
31,8105,7,23,1
55,8752,6,34,1
57,8522,6,25,1
32,4797,7,22,0
64,11265,5,43,1
64,12553,1,1,1
65,11310,5,48,1
50,13125,9,5,1
60,4760,2,19,0
44,14400,3,32,1
46,9368,2,49,1
54,5040,5,33,0
22,7170,5,34,0
46,9128,5,7,1
49,10504,6,18,0
23,7983,3,2,1
19,13862,8,28,1
23,4999,3,42,1
63,12239,2,42,1
60,9722,9,1,1
21,12747,6,23,1
46,12697,7,18,1
42,13780,1,16,1
26,12609,3,26,0
20,12842,7,15,1
43,2261,8,17,0
65,6256,2,18,1
60,6282,5,40,1
44,3886,5,47,0
53,5942,9,33,0
49,8043,3,42,0
18,13580,5,36,1
33,6147,8,30,1
68,9447,3,19,1
65,14192,6,41,1
28,8970,9,6,0
43,6871,4,12,1
57,2778,7,43,0
18,5760,8,37,0
43,5360,6,6,1
45,2980,1,10,1
26,2587,6,44,0
61,12744,4,43,1
39,9592,3,49,0
25,7603,3,26,1
66,14064,3,12,1
59,4637,1,7,1
44,8300,1,39,0
56,8164,2,46,0
36,10406,5,3,0
42,2147,7,15,0
55,6550,5,47,0
38,8385,3,23,1
41,13140,5,5,1
41,3450,6,47,0
36,8138,4,7,1
67,4393,4,36,0
64,12334,1,16,1
19,7357,7,28,0
31,10065,8,5,1
49,6664,4,28,1
59,9565,6,36,1
49,2194,6,14,1
45,7487,1,2,1
65,4527,4,42,0
56,14149,6,10,0
57,4481,9,36,0
59,13588,4,13,0
64,6615,9,19,1
57,8458,4,49,0
30,9016,7,16,0
29,11341,7,2,1
25,3057,8,32,0
32,12304,7,34,0
43,3417,6,29,1
29,1125,3,39,1
60,3832,7,11,1
68,5478,6,33,0
63,7470,8,6,1
44,9641,4,48,0
35,5618,7,28,0
62,2009,7,41,0
53,4778,3,42,0
66,1941,8,23,0
68,4603,2,30,1
44,4980,3,1,1
26,5368,1,10,1
56,9693,2,7,1
18,13010,1,7,0
24,2250,6,4,0
43,8009,5,42,1
24,11580,6,45,1
69,3319,3,46,0
24,6910,7,8,1
25,7538,4,6,1
33,4195,1,25,0
20,3957,3,38,0
62,7338,5,41,0
27,14894,7,20,1
67,8911,9,19,0
24,10388,5,35,0
38,4274,1,5,1
54,10248,5,15,1
48,11450,1,34,1
40,14100,7,33,1
44,4048,9,45,0
39,12314,6,0,1
56,2906,4,24,0
44,3939,6,38,0
66,12670,1,2,1
21,9732,4,2,1
41,9709,6,4,1
40,14222,2,20,1
65,13420,3,4,1
36,9615,4,17,1
59,10049,6,37,1
20,5177,3,19,0
44,12028,1,15,1
20,7458,6,31,0
45,2752,8,12,0
34,14203,8,9,1
48,8447,4,2,1
27,2666,6,12,1
66,2863,1,29,0
39,5461,6,35,0
47,11605,1,34,0
66,6212,4,42,0
38,3118,9,4,1
53,13613,6,41,1
40,6626,4,19,0
55,10541,4,12,1
29,12083,4,22,0
42,8358,7,42,0
37,10262,9,10,1
66,2753,6,25,0
66,11328,7,7,1
59,13050,4,30,1
24,8139,5,31,0
46,14538,9,11,1
65,10612,8,9,1
46,7360,2,20,1
30,12679,8,33,0
20,14213,3,16,1
19,12133,2,28,1
33,5265,2,1,0
47,2388,4,18,1
55,14543,1,25,1
23,9811,5,40,1
62,12591,7,11,1
24,10448,2,30,0
22,13969,5,31,1
24,4718,4,29,0
51,7914,6,38,1
49,6521,1,16,1
66,2010,1,35,0
30,11875,2,6,1
47,1425,4,44,0
42,13216,1,34,1
38,7918,5,16,1
38,8008,6,24,1
45,9408,4,37,0
65,7313,7,20,0
37,9801,5,2,1
51,13645,9,47,0
22,1185,9,1,0
35,9916,4,38,0
56,14157,6,45,1
60,10015,2,35,1
28,10959,2,3,1
34,11169,3,7,1
65,13966,2,12,1
62,13081,9,25,1
39,2184,4,13,1
54,13571,5,40,1
37,9375,2,6,1
65,4608,8,14,1
65,4766,8,39,0
65,10811,7,4,1
63,5326,7,48,0
23,8635,7,27,0
51,3435,8,13,1
31,1734,4,12,0
65,1157,6,47,0
40,10533,8,23,0
37,6304,8,25,0
30,4492,4,4,1
64,4254,1,39,1
61,8764,2,49,1
58,2075,4,26,0
49,6122,9,47,0
43,14958,3,7,1
67,11053,5,38,1
31,9190,1,22,0
69,11821,5,41,0
53,8841,1,24,0
25,7751,6,9,1
57,6135,1,13,1
39,7373,2,40,1
39,5999,9,1,1
33,3964,3,34,0
44,10080,9,40,1
27,14578,4,9,1
42,14617,5,30,1
48,9022,7,42,0
38,6125,4,42,0
44,2133,6,20,0
34,5238,9,26,0
50,7026,8,43,1
48,6786,1,45,0
67,13494,6,29,1
59,7572,9,45,0
43,9357,3,42,0
38,7093,3,1,0
53,12948,5,12,1
18,13681,9,32,0
21,9312,3,34,0
21,3997,5,4,0
43,13700,5,30,1
21,12403,8,47,1
66,11167,2,36,0
26,7311,8,21,0
47,4155,1,39,0
68,1420,5,36,1
62,10921,3,22,1
21,3835,5,40,0
22,5363,9,31,0
62,3085,1,5,0
40,8069,6,27,0
33,8470,6,15,0
39,3385,7,3,0
54,10969,5,44,0
25,3377,7,8,0
65,13486,2,28,1
50,3857,2,34,0
55,13292,8,26,0
60,2455,6,43,0
33,10180,5,46,1
22,14682,3,9,1
33,14182,4,47,1
24,2890,8,44,0
68,11674,7,17,1
18,9841,9,10,1
26,11020,3,5,1
35,3428,6,26,0
62,7209,7,28,0
64,13866,2,42,1
20,3317,4,17,1
41,9238,1,10,0
45,13652,4,1,1
27,9048,2,34,1
26,8347,7,17,0
30,3115,1,46,0
65,8282,6,14,1
52,8193,3,1,0
40,11446,8,7,1
64,1072,8,14,1
34,14570,7,41,0
63,4457,7,29,0
24,3022,1,9,1
69,5085,9,19,1
33,11269,3,26,1
57,8588,8,5,1
53,10218,2,46,0
37,14832,1,20,1
41,2543,1,3,1
64,13808,8,10,1
22,5496,9,20,0
62,6783,3,40,0
23,11228,7,4,0
45,5749,2,22,1
22,6045,8,32,0
66,1847,3,12,0
56,13272,5,5,1
55,10687,7,5,1
19,1934,9,42,1
60,2395,1,0,1
56,7574,5,31,1
38,1538,1,33,0
57,12611,2,35,1
54,9262,4,34,0
35,14793,3,23,1
65,9447,5,36,0
63,11386,6,36,1
29,1901,1,27,0
34,9861,9,5,1
54,2883,2,37,0
63,9331,8,28,1
55,3702,9,10,1
32,11860,1,9,1
24,10638,2,26,0
31,12110,3,46,1
67,13095,9,17,1
18,5159,3,3,1
55,10486,6,5,1
20,10059,9,31,1
54,12074,7,38,0
61,13800,6,35,0
48,14318,2,40,1
60,2416,6,22,0
30,12264,1,27,1
65,12524,7,32,1
35,5963,6,24,1
34,5873,8,22,0
34,6121,2,24,1
28,3582,1,23,0
37,1358,9,22,0
27,2500,9,33,1
46,9119,7,27,0
65,2938,1,37,0
51,14733,2,41,1
34,1814,9,42,0
69,9787,5,16,1
59,6066,2,30,0
30,9418,5,16,1
61,12187,1,17,1
64,4835,5,29,0
56,5912,7,8,1
44,7086,8,22,1
43,7294,3,47,1
45,12510,4,45,1
30,3064,2,38,0
29,3351,1,23,1
61,10729,8,35,1
45,8364,7,13,1
19,14757,8,33,1
54,2364,5,11,0
51,12020,5,8,1
40,2084,1,3,1
69,1266,9,7,1
62,9151,3,0,1
46,14408,1,11,1
52,14594,4,9,1
28,10462,4,17,1
65,9226,8,4,1
50,5881,5,21,0
68,1067,5,30,0
28,1188,1,21,0
26,5136,4,35,1
31,13895,8,47,1
26,1682,8,9,0
56,14232,4,45,1
65,12146,3,2,1
20,4138,4,14,1
46,14234,6,29,1
36,10523,3,42,0
53,4190,3,13,1
49,1852,9,45,0
24,8353,3,16,1
45,14261,1,3,1
61,8237,3,9,1
35,12250,8,42,1
22,9948,9,4,1
40,13188,4,28,1
39,2694,6,36,1
43,10499,8,5,1
59,14930,7,46,0
29,3595,8,13,0
57,6467,3,16,0
36,2218,4,38,1
64,6899,1,30,0
18,9675,4,32,0
20,5683,5,32,0
44,8447,2,16,1
35,9000,1,47,1
67,14659,5,47,1
47,8759,8,29,0
19,13180,8,35,1
22,12741,9,10,1
46,10313,8,4,1
50,1281,7,36,0
59,9821,1,1,1
37,3466,1,14,0
47,13510,8,12,1
59,5175,5,33,0
22,5921,6,42,1
67,11921,4,2,1
38,7556,4,35,1
32,12656,9,37,1
37,3381,8,31,0
25,3936,4,11,0
66,10543,7,18,0
48,14313,8,18,1
29,14514,7,10,1
38,11497,5,6,1
47,7906,1,16,0
44,12630,6,0,1
61,8313,8,48,1
43,10028,6,23,1
50,7139,8,31,0
43,4449,6,9,0
43,14752,2,13,1
53,13742,6,37,1
57,8574,9,15,0
18,11258,2,5,0
32,4001,3,36,0
67,6999,9,31,1
18,6074,7,24,0
28,9624,1,47,0
19,6548,4,10,1
18,5347,4,46,0
48,7119,5,38,0
61,14083,7,5,1
33,13106,5,31,1
39,12825,6,44,1
59,8050,9,4,1
35,6942,2,40,1
64,12149,6,48,1
34,11977,6,38,0
47,9412,1,14,1
27,11352,6,25,1
52,5655,7,42,0
38,6177,7,41,0
33,11436,3,8,1
23,4808,8,4,0
20,8816,7,23,1
58,8874,4,30,1
60,6837,4,45,1
38,1779,7,48,0
30,3262,2,45,0
35,8885,5,8,0
41,5731,6,0,1
44,2039,4,26,0
21,8955,1,36,1
39,8566,1,29,0
41,3280,3,30,0
57,14712,9,25,1
62,10995,2,26,1
27,2388,5,22,0
19,8081,7,14,1
57,8162,2,12,1
23,9119,1,7,1
65,4508,7,42,0
35,3118,5,15,0
34,12975,7,22,0
55,13247,1,17,1
62,2582,6,25,1
40,8892,6,24,0
63,13209,7,29,1
47,4445,8,17,0
38,9649,9,17,0
27,13498,5,38,0
60,3818,4,44,0
30,14350,5,37,1
29,12523,5,35,0
26,1676,9,36,0
21,11334,7,33,1
56,10605,2,26,0
41,7363,2,5,1
51,10097,1,46,1
56,6387,2,1,1
58,14805,2,20,1
22,6749,5,3,1
32,14377,9,8,0
67,14698,7,19,1
21,7336,5,48,1
68,12583,4,22,1
69,13183,6,41,1
56,11414,4,46,1
25,1111,7,31,0
66,4379,3,48,0
62,4873,8,28,0
41,8507,8,36,0
45,4151,3,13,0
60,8645,7,27,1
44,6606,1,5,0
18,2944,5,2,0
51,3500,9,29,0
34,9604,2,37,1
54,13260,3,31,1
55,3651,4,11,0
43,14247,2,27,1
41,9377,6,30,0
56,10768,5,34,1
38,4158,5,9,1
47,8391,8,9,1
64,5077,6,1,1
68,1050,1,35,0
65,2169,1,44,1
30,13642,5,30,0
54,8612,3,26,1
20,6403,8,31,0
49,9227,2,21,0
52,9468,5,15,1
36,6815,6,32,0
31,14636,3,4,1
65,8153,8,36,0
39,7325,8,44,0
34,7614,6,43,0
21,6931,9,15,1
62,11656,3,5,1
57,1888,3,15,0
36,1403,8,22,0
54,13801,4,1,1
19,8976,1,28,0
32,11805,8,43,0
19,11680,8,46,0
28,4985,5,24,0
62,14557,2,43,1
40,12231,7,2,1
27,14357,4,4,1
20,11314,8,23,1
22,10364,6,41,0
20,7549,7,12,0
55,7146,2,42,0
30,6128,5,11,1
59,13801,4,26,1
36,3587,3,12,0
57,1289,7,48,0
67,3228,1,41,0
52,11505,6,24,0
41,13370,3,7,1
41,11076,7,10,0
34,13028,9,19,0
57,10775,3,22,1
27,10861,1,34,0
19,14237,3,16,1
61,11438,9,8,1
40,6411,4,44,0
23,1647,3,12,0
19,4154,7,20,0
38,1265,7,48,1
52,4488,4,22,1
66,12109,9,39,0
46,3778,9,49,0
24,5956,2,34,0
46,9210,7,43,0
54,12793,8,27,1
40,5466,8,9,1
50,12286,1,20,1
25,8552,2,42,1
29,4827,8,3,0
63,13906,7,41,1
65,1642,7,42,0
27,10737,1,32,1
32,11618,2,9,1
41,1816,2,25,0
43,12063,3,28,1
64,11329,3,17,1
59,3191,3,13,0
56,6926,4,23,1
20,3668,4,33,0
19,10055,9,41,0
23,13491,3,28,1
38,12819,3,33,1
26,12783,9,41,0
27,8559,4,43,0
53,4372,6,7,1
20,11122,5,30,1
58,14816,3,36,1
41,8008,8,34,0
39,11392,5,25,1
66,9720,8,38,0
31,5062,6,7,1
59,13626,9,33,0
62,7892,2,41,0
61,12775,7,31,1
44,7070,4,23,1
50,8502,7,8,1
39,10724,9,17,0
46,14367,1,13,0
36,9747,5,18,1
36,4892,6,33,1
23,3800,4,20,0
62,1930,6,40,0
36,11790,1,10,1
30,6249,8,13,1
43,5193,6,40,0
39,9984,4,48,0
38,11661,5,10,1
53,5035,8,34,0
19,13367,2,35,1
64,5383,4,36,1
61,12086,7,22,0
47,10961,2,10,1
44,13109,6,12,1
24,7312,9,40,0
37,4150,2,8,1
67,13358,4,6,1
48,5358,5,5,1
40,9903,8,6,0
30,7866,5,10,1
34,3577,5,12,0
21,5880,9,30,0
31,5305,6,0,0
37,5050,5,29,0
30,11356,3,3,1
20,4148,1,4,1
43,13602,6,20,1
43,7154,9,23,0
35,9060,4,36,1
49,14362,8,36,1
31,6126,2,43,1
64,2946,2,31,0
20,14242,4,39,1
18,2572,2,23,0
43,13548,6,38,0
41,12837,8,6,1
66,14823,3,8,1
52,1199,3,28,0
31,3377,4,47,0
20,5068,5,21,1
30,9281,3,12,1
64,1590,6,44,0
67,7198,5,48,1
31,7031,8,2,0
38,6340,4,32,0
43,9283,6,4,0
20,12849,9,8,1
68,11295,6,25,0
57,13007,5,10,0
21,9131,8,11,1
53,11157,4,25,0
68,13348,6,11,1
60,11356,7,37,1
18,1589,6,11,0
57,13523,8,34,0
64,11272,2,40,1
50,4638,5,39,1
24,4314,3,15,1
69,1785,4,22,1
69,9075,8,16,1
28,14385,2,47,0
44,13308,9,7,1
31,11080,7,24,0
39,5045,1,40,0
33,4784,3,49,1
63,2177,8,20,0
29,2277,2,27,1
66,14518,7,36,1
63,3965,1,44,1
27,9493,3,26,0
41,3344,2,14,1
63,8658,2,38,1
35,14060,2,45,0
39,6163,4,6,0
26,4215,6,39,1
34,12507,1,18,1
55,9187,7,38,0
57,13706,7,2,1
30,14828,1,42,0
67,1061,9,48,0
54,1857,8,19,0
23,9729,2,40,1
38,2340,7,46,0
68,6554,2,4,1
53,13983,4,21,1
24,10009,5,32,0
53,14692,3,3,1
42,12299,7,3,1
28,6015,7,37,0
61,1974,6,12,0
31,5637,7,4,0
62,4652,3,29,0
46,4303,7,16,1
27,2711,7,18,1
67,1789,9,49,0
65,11272,2,22,1
22,1580,3,10,1
25,11233,4,20,1
63,9543,8,22,0
22,3302,1,25,0
41,2073,2,29,0
57,11223,2,45,0
43,6373,2,8,1
23,8561,2,21,1
33,14987,7,20,1
53,13560,6,8,1
29,2882,7,32,0
28,5345,6,36,0
20,2260,1,25,0
61,8047,6,14,0
54,1231,4,19,0
23,10148,9,30,0
36,5729,6,37,1
35,13529,9,27,1
33,11373,8,26,0
40,10286,5,42,0
60,13121,7,0,0
54,4536,8,10,0
26,4492,5,40,0
20,12573,8,48,0
25,6119,9,20,1
55,2302,5,3,1
21,5314,8,37,0
29,9888,9,40,0
61,1306,1,27,0
48,11215,7,27,1
42,9505,7,27,1
33,4474,2,18,0
59,6848,2,24,1
31,8655,8,42,0
30,14716,7,5,1
58,2402,3,18,1
24,5376,4,18,0
29,14948,3,25,1
54,12590,4,14,1
67,9226,5,18,1
21,3117,1,35,0
19,9551,6,10,0
52,6809,5,38,0
61,7030,5,10,1
20,1407,9,37,0
21,6680,3,42,0
55,5675,3,31,0
29,13893,9,7,1
36,6503,8,49,0
27,7224,9,1,0
18,8605,8,36,1
34,12301,7,46,1
33,13125,2,11,1
26,3092,5,0,1
26,8526,7,46,0
26,1136,5,28,0
29,12062,1,14,1
58,10170,6,28,1
32,14107,6,40,0
19,2484,6,48,0
28,11606,3,32,1
28,4376,1,27,0
25,7372,7,13,1
49,7326,6,32,0
23,1466,5,14,0
37,5933,3,22,1
56,1974,6,18,0
52,13910,9,5,1
25,11114,8,26,1
67,6187,8,11,0
66,8012,8,26,0
60,11789,1,42,0
51,8472,7,24,1
36,3651,1,44,1
24,2799,7,19,0
48,2015,2,0,1
35,7238,3,29,0
57,10940,2,9,1
31,12509,1,7,1
56,9876,5,9,1
53,12342,8,48,0
34,10648,6,28,0
54,9560,4,12,1
61,7422,1,8,1
26,13638,2,44,1
37,14537,2,19,1
62,7047,3,27,1
45,7549,2,46,0
67,7589,4,24,1
37,7216,4,20,1
58,13805,5,40,1
53,2344,9,12,0
44,5117,3,20,1
25,9370,6,12,0
49,11947,4,12,0
18,10324,7,11,1
34,8539,4,15,1
26,8864,7,14,1
37,2479,1,20,0
62,14878,9,36,1
49,6348,1,34,0
19,14225,5,29,0
49,4066,8,35,0
62,8091,8,16,1
26,13220,6,39,0
47,5626,6,3,1
37,11603,2,45,0
55,11112,4,27,1
18,3472,8,10,1
22,1958,2,26,0
52,12479,6,8,1
53,10263,3,32,0
18,2488,7,10,0
31,5767,9,35,0
26,2933,8,23,0
47,14584,8,40,0
41,6727,9,47,0
21,11208,2,31,0
67,6149,6,18,0
31,6752,9,1,1
42,8156,2,39,0
21,5974,9,20,1
42,8090,2,10,0
27,4937,9,44,0
52,12227,1,26,1
24,4261,6,19,0
59,11391,6,14,1
30,10591,2,47,0
21,11494,7,4,1
67,7846,4,15,1
60,7797,4,3,1
53,14045,9,37,0
31,13474,2,30,1
35,10070,9,28,0
25,6568,9,39,0
49,5768,6,3,1
44,14163,7,40,1
59,5213,4,4,0
54,12886,1,29,1
40,6177,9,49,0
24,9046,9,47,0
29,1870,1,3,1
42,7601,4,6,1
20,9897,7,24,1
43,3689,3,13,0
21,8109,5,39,1
59,11451,5,40,1
53,5581,8,28,0
32,13059,9,35,0
49,8287,1,41,0
46,8034,2,34,1
27,10769,5,10,1
38,14314,1,27,0
33,2967,6,14,0
64,10444,6,14,1
36,10444,3,17,1
46,12241,4,1,1
69,6080,3,29,1
68,5438,5,8,0
35,4128,9,13,1
61,6335,3,5,1
33,10858,2,26,1
18,14425,6,36,1
65,6822,1,36,0
19,13581,9,36,1
32,9219,3,32,1
56,12801,3,14,1
45,10811,8,9,1
18,12098,6,3,0
22,2344,3,28,0
59,13105,6,1,0
39,12977,6,31,1
53,5668,3,45,1
63,12960,6,5,1
30,13021,8,45,1
18,8680,9,10,0
33,10119,3,24,1
58,2778,2,0,1
39,4103,7,17,0
49,6866,8,2,1
33,6530,9,25,0
68,11636,1,12,1
32,4088,1,10,0
63,9091,1,4,1
69,7744,4,4,1
59,6171,3,5,1
29,5465,7,11,1
18,9355,6,4,1
34,14614,3,0,1
58,7593,3,8,1
68,13191,5,3,1
67,7687,4,9,1
45,11949,9,12,1
24,12765,1,14,1
26,1350,1,38,0
39,7522,5,35,1
43,14750,8,18,0
29,1200,4,42,0
24,8274,9,27,0
63,3552,7,46,0
64,8155,3,40,0
32,8551,6,34,0
55,13120,6,7,0
38,2051,5,37,0
31,13624,8,42,1
19,9478,1,21,0
25,11870,4,45,0
62,8510,7,32,1
23,14342,6,31,1
54,10987,7,3,1
54,4558,3,26,0
50,14930,3,43,1
58,14674,1,17,1
23,9298,7,27,0
69,3553,4,43,0
43,4513,9,7,0
56,9308,5,43,0
58,10460,5,10,1
54,7222,9,21,0
31,9932,1,48,1
54,8653,6,0,1
25,1022,8,32,0
56,1360,1,20,1
30,13285,9,37,0
30,5795,8,18,1
57,2450,6,34,1
60,9408,9,40,1
45,6785,3,5,0
35,3754,4,14,0
36,1627,3,23,0
55,4267,5,43,0
49,1566,1,48,1
39,4758,1,32,1
19,11682,2,24,1
30,3020,1,9,0
40,4530,3,12,0
42,3506,2,28,0
45,12747,7,40,0
28,11383,8,0,0
50,5409,2,9,1
41,12114,4,33,0
19,9920,8,35,1
47,4328,1,40,0
34,1473,8,36,0
57,13972,8,15,0
51,1605,2,6,0
55,12762,3,18,1
39,10434,9,49,0
22,6683,5,26,1
65,4602,7,38,0
57,14669,5,8,1
68,8404,2,3,1
33,4754,2,8,1
30,5370,1,9,1
43,4878,6,5,1
48,11091,7,29,0
69,4743,5,35,1
56,5847,3,36,0
65,11456,9,8,1
40,6678,8,39,0
